"park","Network","metric","mean","lower95","upper95"
"BOWA","MIDN","Sap_Dens_NatCan",0.0795896710293598,0.0442164839051999,0.11647358802028
"COLO","NCBN","Sap_Dens_NatCan",0.0353731871241599,0.0198954578068122,0.0564478818318127
"FRSP","MIDN","Sap_Dens_NatCan",0.0639438382629044,0.0540801610840522,0.0758539450173692
"GETT","MIDN","Sap_Dens_NatCan",0.0643148856802907,0.0385799987851633,0.0989734629635585
"GEWA","NCBN","Sap_Dens_NatCan",0.01179106237472,0,0.0324254215304799
"HOFU","MIDN","Sap_Dens_NatCan",0.01547576936682,0.00587710765239948,0.0280037731399599
"PETE","MIDN","Sap_Dens_NatCan",0.0877527142118582,0.069153447071735,0.108387073367618
"RICH","MIDN","Sap_Dens_NatCan",0.0711148449475297,0.0449442135361396,0.10243485438038
"SAHI","NCBN","Sap_Dens_NatCan",0.0206343591557599,0.00589553118736,0.0353731871241599
"THST","NCBN","Sap_Dens_NatCan",0.0280037731399599,0.01326494517156,0.0456903667020399
"VAFO","MIDN","Sap_Dens_NatCan",0.0202132497852342,0.0130543904862971,0.0282143278252228
"ANTI","NCRN","Sap_Dens_NatCan",0.0371871967202706,0.0226751199513845,0.0516992734891567
"CATO","NCRN","Sap_Dens_NatCan",0.0122723302267493,0.00794091955848487,0.0168443748210285
"CHOH","NCRN","Sap_Dens_NatCan",0.0234249105844437,0.0157174861455017,0.0339621899933184
"GWMP","NCRN","Sap_Dens_NatCan",0.0359627402428959,0.0212091734465275,0.0512911213300319
"HAFE","NCRN","Sap_Dens_NatCan",0.0247612309869119,0.014149274849664,0.0377461384270723
"MANA","NCRN","Sap_Dens_NatCan",0.0374539628373458,0.00901669475713879,0.0818611845162544
"MONO","NCRN","Sap_Dens_NatCan",0.0903981448728533,0.0117714106040954,0.2358212474944
"NACE","NCRN","Sap_Dens_NatCan",0.0464273081004598,0.0289863616711866,0.0682960440985733
"PRWI","NCRN","Sap_Dens_NatCan",0.0940032283115606,0.0792786309356818,0.108971778702089
"ROCR","NCRN","Sap_Dens_NatCan",0.0664022986365808,0.0397172627358988,0.0980519923792502
"WOTR","NCRN","Sap_Dens_NatCan",0.0393035412490665,0.0275124788743466,0.0510946036237865
"ACAD","NETN","Sap_Dens_NatCan",0.173573443263181,0.141781779609942,0.21186281068441
"MABI","NETN","Sap_Dens_NatCan",0.0563511005038451,0.0287280120215681,0.0939185008397418
"MIMA","NETN","Sap_Dens_NatCan",0.039777247414479,0.0145518430124635,0.0715990453460622
"MORR","NETN","Sap_Dens_NatCan",0.0265181649429859,0.00284123195817706,0.0681895669962496
"ROVA","NETN","Sap_Dens_NatCan",0.037788385043755,0.0258552108194113,0.0503845133916733
"SAGA","NETN","Sap_Dens_NatCan",0.0871311133840967,0.0492480206084025,0.12757131492215
"SARA","NETN","Sap_Dens_NatCan",0.0314903208697958,0.00580084858127817,0.0804246221161496
"WEFA","NETN","Sap_Dens_NatCan",0.0212145319543887,0.0105409705648369,0.0344736144258817
"ALPO","ERMN","Seed_Dens_NatCan",0.257648079843784,0.146429992044551,0.376143595863166
"BLUE","ERMN","Seed_Dens_NatCan",0.506165473349244,0.321661197295147,0.711614956245027
"DEWA","ERMN","Seed_Dens_NatCan",0.901949085123309,0.637002784407319,1.22878129996771
"FONE","ERMN","Seed_Dens_NatCan",1.09785202863962,0.63335322195704,1.6390214797136
"FRHI","ERMN","Seed_Dens_NatCan",0.44848846459825,0.276451869530628,0.634471957040573
"GARI","ERMN","Seed_Dens_NatCan",0.592870401939614,0.396314610307712,0.83008324116654
"JOFL","ERMN","Seed_Dens_NatCan",0.318217979315831,0.212103884911164,0.460794550517104
"NERI","ERMN","Seed_Dens_NatCan",0.748553200118552,0.50225111922255,1.093503829535
"APCO","MIDN","Seed_Dens_NatCan",0.654761904761905,0.380877976190476,0.994047619047619
"BOWA","MIDN","Seed_Dens_NatCan",1.83333333333333,0.801822916666666,3.490625
"COLO","NCBN","Seed_Dens_NatCan",0.421985815602837,0.170096409574468,0.708355496453901
"FRSP","MIDN","Seed_Dens_NatCan",0.705128205128205,0.475941506410257,0.959955929487179
"GETT","MIDN","Seed_Dens_NatCan",0.921717171717171,0.616161616161616,1.30568181818182
"GEWA","NCBN","Seed_Dens_NatCan",0.3125,0.155989583333333,0.479427083333333
"HOFU","MIDN","Seed_Dens_NatCan",1.15104166666667,0.416536458333333,2.33893229166667
"PETE","MIDN","Seed_Dens_NatCan",0.753205128205128,0.365384615384616,1.32704326923077
"RICH","MIDN","Seed_Dens_NatCan",0.416666666666667,0.208203125,0.6771484375
"SAHI","NCBN","Seed_Dens_NatCan",0.25,0,0.541666666666667
"THST","NCBN","Seed_Dens_NatCan",0.0937500000000001,0.0208333333333333,0.1875
"VAFO","MIDN","Seed_Dens_NatCan",0.264880952380952,0.160714285714286,0.377976190476191
"ANTI","NCRN","Seed_Dens_NatCan",0.698717948717949,0.282051282051282,1.18589743589744
"CATO","NCRN","Seed_Dens_NatCan",0.166666666666667,0.104166666666667,0.244794323979592
"CHOH","NCRN","Seed_Dens_NatCan",0.163288288288288,0.106654109589041,0.229458996667901
"GWMP","NCRN","Seed_Dens_NatCan",0.191666666666667,0.0166666666666667,0.504166666666667
"HAFE","NCRN","Seed_Dens_NatCan",0.0458333333333333,0.00833333333333333,0.0959375
"MANA","NCRN","Seed_Dens_NatCan",0.303921568627451,0.147058823529412,0.504901960784314
"MONO","NCRN","Seed_Dens_NatCan",0.311111111111111,0.127777777777778,0.539027777777777
"NACE","NCRN","Seed_Dens_NatCan",0.413120567375887,0.196180555555556,0.715277777777778
"PRWI","NCRN","Seed_Dens_NatCan",0.292528735632184,0.197701149425287,0.386221264367816
"ROCR","NCRN","Seed_Dens_NatCan",0.513157894736842,0.100877192982456,1.11414473684211
"WOTR","NCRN","Seed_Dens_NatCan",1.61111111111111,0.194444444444445,3.29166666666666
"ACAD","NETN","Seed_Dens_NatCan",0.449754104288711,0.343459204213978,0.574837726911116
"MABI","NETN","Seed_Dens_NatCan",0.507159904534606,0.239740784937682,0.830957747723857
"MIMA","NETN","Seed_Dens_NatCan",0.247944842216919,0.139187218244497,0.376591089896579
"MORR","NETN","Seed_Dens_NatCan",0.252869644277759,0.0909194226616661,0.471691858923362
"ROVA","NETN","Seed_Dens_NatCan",0.333465924158048,0.2094769291965,0.477409838239193
"SAGA","NETN","Seed_Dens_NatCan",0.154057910621156,0.0921506231768762,0.222279046861386
"SARA","NETN","Seed_Dens_NatCan",0.282584195173694,0.171497944842217,0.395307113497746
"WEFA","NETN","Seed_Dens_NatCan",0.267833465924158,0.100769026783347,0.456178732431716
"ALPO","ERMN","Sor_sap",0.144349337531156,0.0769546110455202,0.211399711399711
"BLUE","ERMN","Sor_sap",0.188426850926851,0.131616966366966,0.250705752580753
"DEWA","ERMN","Sor_sap",0.198688233335292,0.158849621115664,0.240125717989196
"FONE","ERMN","Sor_sap",0.0965909090909091,0.0315681818181818,0.175017045454545
"FRHI","ERMN","Sor_sap",0.138809523809524,0.0720178571428572,0.210839285714286
"GARI","ERMN","Sor_sap",0.276980049984252,0.2193882584543,0.343097415691076
"JOFL","ERMN","Sor_sap",0.278775853775854,0.188411345598846,0.382069504569505
"NERI","ERMN","Sor_sap",0.265802650104235,0.234003388477926,0.297591646934549
"APCO","MIDN","Sor_sap",0.403851126580368,0.326916041238736,0.475990578373444
"BOWA","MIDN","Sor_sap",0.486600525377615,0.363235294117647,0.603980204522
"COLO","NCBN","Sor_sap",0.319053759479291,0.263799656743473,0.372047728841207
"FRSP","MIDN","Sor_sap",0.349298724779494,0.316312633680422,0.379967876674607
"GETT","MIDN","Sor_sap",0.274357040266131,0.2095596995597,0.342482717198626
"GEWA","NCBN","Sor_sap",0.295039682539682,0.190426587301587,0.381949404761905
"HOFU","MIDN","Sor_sap",0.173065476190476,0.0607142857142857,0.322276785714286
"PETE","MIDN","Sor_sap",0.430095972403665,0.382165582814621,0.476011488511489
"RICH","MIDN","Sor_sap",0.387017496392496,0.317310978951604,0.455763377247752
"SAHI","NCBN","Sor_sap",0.245039682539683,0.0625,0.395833333333333
"THST","NCBN","Sor_sap",0.363320707070707,0.232567866161616,0.498461174242424
"VAFO","MIDN","Sor_sap",0.288463718820862,0.200976473922902,0.390391156462585
"ANTI","NCRN","Sor_sap",0.284493284493284,0.18264652014652,0.383659951159951
"CATO","NCRN","Sor_sap",0.164037209955577,0.117997798686574,0.214687158080015
"CHOH","NCRN","Sor_sap",0.271785247432306,0.218462770562771,0.328062713974479
"GWMP","NCRN","Sor_sap",0.291267066267066,0.209447427572428,0.371118548118548
"HAFE","NCRN","Sor_sap",0.203993228993229,0.121866938616939,0.291678293928294
"MANA","NCRN","Sor_sap",0.250177926648515,0.148969902646373,0.369417265740795
"MONO","NCRN","Sor_sap",0.251024531024531,0.141818181818182,0.383191919191919
"NACE","NCRN","Sor_sap",0.306125471750472,0.254401001197876,0.355457999754875
"PRWI","NCRN","Sor_sap",0.383252711903828,0.355366096209403,0.410395477803693
"ROCR","NCRN","Sor_sap",0.30280479754164,0.207994067336173,0.399508897535213
"WOTR","NCRN","Sor_sap",0.390079365079365,0.303551587301587,0.485773809523809
"ACAD","NETN","Sor_sap",0.428467712842713,0.389776222041847,0.469976325757576
"MABI","NETN","Sor_sap",0.212962962962963,0.119821428571429,0.304082341269841
"MIMA","NETN","Sor_sap",0.204285714285714,0.10189880952381,0.313589285714286
"MORR","NETN","Sor_sap",0.0734977324263039,0.0191326530612245,0.13171839569161
"ROVA","NETN","Sor_sap",0.2584613997114,0.196643713924964,0.328512265512265
"SAGA","NETN","Sor_sap",0.28718820861678,0.197978080120937,0.377493386243386
"SARA","NETN","Sor_sap",0.135763888888889,0.067673611111111,0.209053819444444
"WEFA","NETN","Sor_sap",0.119047619047619,0.0285714285714286,0.20952380952381
"ALPO","ERMN","Hor_sap",0.565050024776412,0.389030131777243,0.728641417068649
"BLUE","ERMN","Hor_sap",0.575017412486422,0.460108542705638,0.686393569587365
"DEWA","ERMN","Hor_sap",0.353395029177628,0.28709663753892,0.425281314259154
"FONE","ERMN","Hor_sap",0.561683956533745,0.374737702847802,0.763834476202499
"FRHI","ERMN","Hor_sap",0.368861658030468,0.199332393249818,0.554482348831411
"GARI","ERMN","Hor_sap",0.517710009831722,0.420980534654929,0.614818854723007
"JOFL","ERMN","Hor_sap",0.459246810263358,0.28459637627441,0.646272724288812
"NERI","ERMN","Hor_sap",0.581076189728407,0.520045371569735,0.636208719245838
"APCO","MIDN","Hor_sap",0.661349863825356,0.560888562886167,0.762105337442127
"BOWA","MIDN","Hor_sap",0.589652153451746,0.433134280261996,0.740988200174682
"COLO","NCBN","Hor_sap",0.526170285566829,0.437415995955628,0.607845821046477
"FRSP","MIDN","Hor_sap",0.680288949135934,0.623980905762967,0.729729732826258
"GETT","MIDN","Hor_sap",0.676235117862217,0.56365564523304,0.779177522496283
"GEWA","NCBN","Hor_sap",0.541418259560019,0.272507472594437,0.807950361462652
"HOFU","MIDN","Hor_sap",0.401817600912836,0.186794450113174,0.613854300239551
"PETE","MIDN","Hor_sap",0.624561995543017,0.55780697001183,0.692883890800505
"RICH","MIDN","Hor_sap",0.657523800466382,0.574274033380524,0.742639878938322
"SAHI","NCBN","Hor_sap",0.662842558733164,0.37424788008033,0.914012738853503
"THST","NCBN","Hor_sap",0.640351316902732,0.440424646158414,0.835316410514049
"VAFO","MIDN","Hor_sap",0.476351587360493,0.347228040705454,0.602657789947687
"ANTI","NCRN","Hor_sap",0.576282488692645,0.3670754966174,0.774473557448747
"CATO","NCRN","Hor_sap",0.408810202953272,0.298146933497587,0.511875454387264
"CHOH","NCRN","Hor_sap",0.596595562634183,0.500929092666678,0.680966445621332
"GWMP","NCRN","Hor_sap",0.548878504404458,0.401613571364842,0.706255982024365
"HAFE","NCRN","Hor_sap",0.7034659794879,0.561689165323692,0.830438857547874
"MANA","NCRN","Hor_sap",0.609127685332685,0.437620059869467,0.774882143786399
"MONO","NCRN","Hor_sap",0.408642385080454,0.230157945994506,0.585286274751444
"NACE","NCRN","Hor_sap",0.618413651156273,0.538421879009294,0.695318602574124
"PRWI","NCRN","Hor_sap",0.542439580423879,0.502339483250066,0.584845172453874
"ROCR","NCRN","Hor_sap",0.61721093187961,0.503266915818484,0.752699413889704
"WOTR","NCRN","Hor_sap",0.560643929489667,0.388339081352282,0.72376222852675
"ACAD","NETN","Hor_sap",0.366589440878538,0.313864936345498,0.416431846513151
"MABI","NETN","Hor_sap",0.472598020982737,0.320926499436569,0.632794530776004
"MIMA","NETN","Hor_sap",0.373002920841679,0.201543921842973,0.5589478960765
"MORR","NETN","Hor_sap",0.124840698409824,0.0363399955459516,0.240366113835374
"ROVA","NETN","Hor_sap",0.320874073774959,0.227152730628908,0.423708181907553
"SAGA","NETN","Hor_sap",0.530116017582838,0.381646209504777,0.674120065019685
"SARA","NETN","Hor_sap",0.511437748258928,0.35574203404882,0.677278865852849
"WEFA","NETN","Hor_sap",0.449162092704142,0.188709677419355,0.706042229690444
"ALPO","ERMN","Sor_seed",0.260477527522982,0.196917552144825,0.31965854221536
"BLUE","ERMN","Sor_seed",0.302576409956187,0.246760968833153,0.357506008186284
"DEWA","ERMN","Sor_seed",0.379401414771047,0.334911328439192,0.422127926337568
"FONE","ERMN","Sor_seed",0.356878958076966,0.287100963916955,0.431533638575047
"FRHI","ERMN","Sor_seed",0.315822372072372,0.224048344017094,0.405591443278943
"GARI","ERMN","Sor_seed",0.358420528728828,0.289748578397752,0.425359953006066
"JOFL","ERMN","Sor_seed",0.337378307966543,0.231351752822341,0.424539741304447
"NERI","ERMN","Sor_seed",0.430904423362151,0.398994244466037,0.462250560226848
"APCO","MIDN","Sor_seed",0.199880663220999,0.144942671124394,0.25588089387853
"BOWA","MIDN","Sor_seed",0.254043810506659,0.147161377708978,0.354396407685881
"COLO","NCBN","Sor_seed",0.219804427251236,0.163771300421899,0.273343925577968
"FRSP","MIDN","Sor_seed",0.246687836421999,0.211394942648478,0.284011738089085
"GETT","MIDN","Sor_seed",0.190269662996936,0.145419244055608,0.23180746862565
"GEWA","NCBN","Sor_seed",0.196527777777778,0.08125,0.325
"HOFU","MIDN","Sor_seed",0.303933566433566,0.175418123543123,0.431077178030303
"PETE","MIDN","Sor_seed",0.250750531519762,0.19612345987346,0.305589546671277
"RICH","MIDN","Sor_seed",0.234799228549228,0.162394146651959,0.305489623223998
"SAHI","NCBN","Sor_seed",0.145833333333333,0,0.291666666666667
"THST","NCBN","Sor_seed",0.143055555555555,0.0277777777777777,0.261111111111111
"VAFO","MIDN","Sor_seed",0.175161346589918,0.111741780045351,0.245929323652538
"ANTI","NCRN","Sor_seed",0.35959382497844,0.228552281052281,0.494558027442643
"CATO","NCRN","Sor_seed",0.192373945498946,0.139455733327727,0.251249736952862
"CHOH","NCRN","Sor_seed",0.236018486018486,0.179453753753754,0.290960846885847
"GWMP","NCRN","Sor_seed",0.136268037518038,0.0641622023809524,0.219362418831169
"HAFE","NCRN","Sor_seed",0.143092740592741,0.0704395743145743,0.227634497446997
"MANA","NCRN","Sor_seed",0.115948963317384,0.0313725490196078,0.221910670169184
"MONO","NCRN","Sor_seed",0.226009393656452,0.136693121693122,0.313101073762838
"NACE","NCRN","Sor_seed",0.24979624394518,0.194279150115366,0.306667302973819
"PRWI","NCRN","Sor_seed",0.192670201108335,0.165121060875118,0.220515607673823
"ROCR","NCRN","Sor_seed",0.19668460194776,0.109949962318383,0.277835293361609
"WOTR","NCRN","Sor_seed",0.418290043290043,0.208291245791246,0.584938672438672
"ACAD","NETN","Sor_seed",0.398170831693559,0.357837475813328,0.439160148563558
"MABI","NETN","Sor_seed",0.327472643097643,0.221690867003367,0.434819286616161
"MIMA","NETN","Sor_seed",0.2622446997447,0.1623704004329,0.373791035353535
"MORR","NETN","Sor_seed",0.25777417027417,0.170561417748918,0.353772095959596
"ROVA","NETN","Sor_seed",0.337499298946667,0.283953046405349,0.387331067872186
"SAGA","NETN","Sor_seed",0.224780114065828,0.156013107263107,0.293029830619116
"SARA","NETN","Sor_seed",0.306474428349428,0.241998528814935,0.368547871399434
"WEFA","NETN","Sor_seed",0.315850815850816,0.193585858585859,0.444017094017094
"ALPO","ERMN","Hor_seed",0.784049062553866,0.68705250509251,0.867619381542693
"BLUE","ERMN","Hor_seed",0.818099813131066,0.735581726130825,0.881780168442228
"DEWA","ERMN","Hor_seed",0.620265824748035,0.55228996102607,0.682000270377929
"FONE","ERMN","Hor_seed",0.71853166299281,0.580040695222072,0.832037912025289
"FRHI","ERMN","Hor_seed",0.713910461778662,0.569247673854614,0.846793402980414
"GARI","ERMN","Hor_seed",0.620781787030265,0.531617283909746,0.705456090254386
"JOFL","ERMN","Hor_seed",0.83537555546388,0.736778085721882,0.923062627584152
