"","park","order","labels","metgrp","sign","num_crit","park_reggrp","label_order","park_dm","park_ord"
"447","HOFU",9,"Deer Browse Impacts","Regen. Status","critical",5,"Probable Failure","Deer Browse Impacts","HOFU","HOFU"
"448","HOFU",10,"Flat Tree Diam. Dist.","Regen. Status","acceptable",5,"Probable Failure","Flat Tree Diam. Dist.","HOFU","HOFU"
"449","HOFU",5,"Sapling Composition","Regen. Status","critical",5,"Probable Failure","Sapling Composition","HOFU","HOFU"
"450","HOFU",6,"Seedling Composition","Regen. Status","caution",5,"Probable Failure","Seedling Composition","HOFU","HOFU"
"451","HOFU",7,"Sorensen Sapling","Regen. Status","critical",5,"Probable Failure","Sorensen Sapling","HOFU","HOFU"
"452","HOFU",8,"Sorensen Seedling","Regen. Status","acceptable",5,"Probable Failure","Sorensen Seedling","HOFU","HOFU"
"453","HOFU",10,"Tree BA","Native Canopy 
 Trends","nonsign",5,"Probable Failure","Tree BA","HOFU","HOFU"
"454","HOFU",11,"Tree Density","Native Canopy 
 Trends","signdec_bad",5,"Probable Failure","Tree Density","HOFU","HOFU"
"455","HOFU",12,"Sapling BA","Native Canopy 
 Trends","nonsign",5,"Probable Failure","Sapling BA","HOFU","HOFU"
"456","HOFU",13,"Sapling Density","Native Canopy 
 Trends","nonsign",5,"Probable Failure","Sapling Density","HOFU","HOFU"
"457","HOFU",14,"Seedling Density","Native Canopy 
 Trends","signinc_good",5,"Probable Failure","Seedling Density","HOFU","HOFU"
"458","HOFU",15,"Stocking Index","Native Canopy 
 Trends","signinc_good",5,"Probable Failure","Stocking Index","HOFU","HOFU"
"459","HOFU",16,"Tree BA","Native Subcan. 
 Trends","nonsign",5,"Probable Failure","Tree BA","HOFU","HOFU"
"460","HOFU",17,"Tree Density","Native Subcan. 
 Trends","signdec_bad",5,"Probable Failure","Tree Density","HOFU","HOFU"
"461","HOFU",18,"Sapling BA","Native Subcan. 
 Trends","nonsign",5,"Probable Failure","Sapling BA","HOFU","HOFU"
"462","HOFU",19,"Sapling Density","Native Subcan. 
 Trends","nonsign",5,"Probable Failure","Sapling Density","HOFU","HOFU"
"463","HOFU",20,"Seedling Density","Native Subcan. 
 Trends","nonsign",5,"Probable Failure","Seedling Density","HOFU","HOFU"
"464","HOFU",21,"Tree BA","Exotic 
 Trends","notmod",5,"Probable Failure","Tree BA","HOFU","HOFU"
"465","HOFU",22,"Tree Density","Exotic 
 Trends","notmod",5,"Probable Failure","Tree Density","HOFU","HOFU"
"466","HOFU",23,"Sapling BA","Exotic 
 Trends","notmod",5,"Probable Failure","Sapling BA","HOFU","HOFU"
"467","HOFU",24,"Sapling Density","Exotic 
 Trends","notmod",5,"Probable Failure","Sapling Density","HOFU","HOFU"
"468","HOFU",25,"Seedling Density","Exotic 
 Trends","notmod",5,"Probable Failure","Seedling Density","HOFU","HOFU"
"469","MIMA",1,"Sapling Density","Regen. Status","critical",5,"Probable Failure","Sapling Density","MIMA","MIMA"
"470","MIMA",2,"Seedling Density","Regen. Status","critical",5,"Probable Failure","Seedling Density","MIMA","MIMA"
"471","MIMA",3,"% Stocked Plots","Regen. Status","critical",5,"Probable Failure","% Stocked Plots","MIMA","MIMA"
"472","MIMA",4,"Stocking Index","Regen. Status","critical",5,"Probable Failure","Stocking Index","MIMA","MIMA"
"473","MIMA",9,"Deer Browse Impacts","Regen. Status","caution",5,"Probable Failure","Deer Browse Impacts","MIMA","MIMA"
"474","MIMA",10,"Flat Tree Diam. Dist.","Regen. Status","acceptable",5,"Probable Failure","Flat Tree Diam. Dist.","MIMA","MIMA"
"475","MIMA",5,"Sapling Composition","Regen. Status","critical",5,"Probable Failure","Sapling Composition","MIMA","MIMA"
"476","MIMA",6,"Seedling Composition","Regen. Status","caution",5,"Probable Failure","Seedling Composition","MIMA","MIMA"
"477","MIMA",7,"Sorensen Sapling","Regen. Status","acceptable",5,"Probable Failure","Sorensen Sapling","MIMA","MIMA"
"478","MIMA",8,"Sorensen Seedling","Regen. Status","acceptable",5,"Probable Failure","Sorensen Seedling","MIMA","MIMA"
"479","MIMA",10,"Tree BA","Native Canopy 
 Trends","signinc_good",5,"Probable Failure","Tree BA","MIMA","MIMA"
"480","MIMA",11,"Tree Density","Native Canopy 
 Trends","nonsign",5,"Probable Failure","Tree Density","MIMA","MIMA"
"481","MIMA",12,"Sapling BA","Native Canopy 
 Trends","nonsign",5,"Probable Failure","Sapling BA","MIMA","MIMA"
"482","MIMA",13,"Sapling Density","Native Canopy 
 Trends","nonsign",5,"Probable Failure","Sapling Density","MIMA","MIMA"
"483","MIMA",14,"Seedling Density","Native Canopy 
 Trends","nonsign",5,"Probable Failure","Seedling Density","MIMA","MIMA"
"484","MIMA",15,"Stocking Index","Native Canopy 
 Trends","nonsign",5,"Probable Failure","Stocking Index","MIMA","MIMA"
"485","MIMA",16,"Tree BA","Native Subcan. 
 Trends","nonsign",5,"Probable Failure","Tree BA","MIMA","MIMA"
"486","MIMA",17,"Tree Density","Native Subcan. 
 Trends","signdec_bad",5,"Probable Failure","Tree Density","MIMA","MIMA"
"487","MIMA",18,"Sapling BA","Native Subcan. 
 Trends","nonsign",5,"Probable Failure","Sapling BA","MIMA","MIMA"
"488","MIMA",19,"Sapling Density","Native Subcan. 
 Trends","signdec_bad",5,"Probable Failure","Sapling Density","MIMA","MIMA"
"489","MIMA",20,"Seedling Density","Native Subcan. 
 Trends","nonsign",5,"Probable Failure","Seedling Density","MIMA","MIMA"
"490","MIMA",21,"Tree BA","Exotic 
 Trends","signinc_bad",5,"Probable Failure","Tree BA","MIMA","MIMA"
"491","MIMA",22,"Tree Density","Exotic 
 Trends","nonsign",5,"Probable Failure","Tree Density","MIMA","MIMA"
"492","MIMA",23,"Sapling BA","Exotic 
 Trends","nonsign",5,"Probable Failure","Sapling BA","MIMA","MIMA"
"493","MIMA",24,"Sapling Density","Exotic 
 Trends","nonsign",5,"Probable Failure","Sapling Density","MIMA","MIMA"
"494","MIMA",25,"Seedling Density","Exotic 
 Trends","nonsign",5,"Probable Failure","Seedling Density","MIMA","MIMA"
"495","PRWI",1,"Sapling Density","Regen. Status","critical",5,"Probable Failure","Sapling Density","PRWI","PRWI"
"496","PRWI",2,"Seedling Density","Regen. Status","caution",5,"Probable Failure","Seedling Density","PRWI","PRWI"
"497","PRWI",3,"% Stocked Plots","Regen. Status","critical",5,"Probable Failure","% Stocked Plots","PRWI","PRWI"
"498","PRWI",4,"Stocking Index","Regen. Status","caution",5,"Probable Failure","Stocking Index","PRWI","PRWI"
"499","PRWI",9,"Deer Browse Impacts","Regen. Status","critical",5,"Probable Failure","Deer Browse Impacts","PRWI","PRWI"
"500","PRWI",10,"Flat Tree Diam. Dist.","Regen. Status","acceptable",5,"Probable Failure","Flat Tree Diam. Dist.","PRWI","PRWI"
"501","PRWI",5,"Sapling Composition","Regen. Status","acceptable",5,"Probable Failure","Sapling Composition","PRWI","PRWI"
"502","PRWI",6,"Seedling Composition","Regen. Status","critical",5,"Probable Failure","Seedling Composition","PRWI","PRWI"
"503","PRWI",7,"Sorensen Sapling","Regen. Status","acceptable",5,"Probable Failure","Sorensen Sapling","PRWI","PRWI"
"504","PRWI",8,"Sorensen Seedling","Regen. Status","critical",5,"Probable Failure","Sorensen Seedling","PRWI","PRWI"
"505","PRWI",10,"Tree BA","Native Canopy 
 Trends","signinc_good",5,"Probable Failure","Tree BA","PRWI","PRWI"
"506","PRWI",11,"Tree Density","Native Canopy 
 Trends","nonsign",5,"Probable Failure","Tree Density","PRWI","PRWI"
"507","PRWI",12,"Sapling BA","Native Canopy 
 Trends","nonsign",5,"Probable Failure","Sapling BA","PRWI","PRWI"
"508","PRWI",13,"Sapling Density","Native Canopy 
 Trends","signdec_bad",5,"Probable Failure","Sapling Density","PRWI","PRWI"
"509","PRWI",14,"Seedling Density","Native Canopy 
 Trends","signdec_bad",5,"Probable Failure","Seedling Density","PRWI","PRWI"
"510","PRWI",15,"Stocking Index","Native Canopy 
 Trends","signdec_bad",5,"Probable Failure","Stocking Index","PRWI","PRWI"
"511","PRWI",16,"Tree BA","Native Subcan. 
 Trends","nonsign",5,"Probable Failure","Tree BA","PRWI","PRWI"
"512","PRWI",17,"Tree Density","Native Subcan. 
 Trends","nonsign",5,"Probable Failure","Tree Density","PRWI","PRWI"
"513","PRWI",18,"Sapling BA","Native Subcan. 
 Trends","nonsign",5,"Probable Failure","Sapling BA","PRWI","PRWI"
"514","PRWI",19,"Sapling Density","Native Subcan. 
 Trends","signdec_bad",5,"Probable Failure","Sapling Density","PRWI","PRWI"
"515","PRWI",20,"Seedling Density","Native Subcan. 
 Trends","nonsign",5,"Probable Failure","Seedling Density","PRWI","PRWI"
"516","PRWI",21,"Tree BA","Exotic 
 Trends","notmod",5,"Probable Failure","Tree BA","PRWI","PRWI"
"517","PRWI",22,"Tree Density","Exotic 
 Trends","notmod",5,"Probable Failure","Tree Density","PRWI","PRWI"
"518","PRWI",23,"Sapling BA","Exotic 
 Trends","notmod",5,"Probable Failure","Sapling BA","PRWI","PRWI"
"519","PRWI",24,"Sapling Density","Exotic 
 Trends","notmod",5,"Probable Failure","Sapling Density","PRWI","PRWI"
"520","PRWI",25,"Seedling Density","Exotic 
 Trends","notmod",5,"Probable Failure","Seedling Density","PRWI","PRWI"
"521","ANTI",1,"Sapling Density","Regen. Status","critical",4,"Probable Failure","Sapling Density","ANTI*","ANTI*"
"522","ANTI",2,"Seedling Density","Regen. Status","caution",4,"Probable Failure","Seedling Density","ANTI*","ANTI*"
"523","ANTI",3,"% Stocked Plots","Regen. Status","critical",4,"Probable Failure","% Stocked Plots","ANTI*","ANTI*"
"524","ANTI",4,"Stocking Index","Regen. Status","critical",4,"Probable Failure","Stocking Index","ANTI*","ANTI*"
"525","ANTI",9,"Deer Browse Impacts","Regen. Status","caution",4,"Probable Failure","Deer Browse Impacts","ANTI*","ANTI*"
"526","ANTI",10,"Flat Tree Diam. Dist.","Regen. Status","acceptable",4,"Probable Failure","Flat Tree Diam. Dist.","ANTI*","ANTI*"
"527","ANTI",5,"Sapling Composition","Regen. Status","critical",4,"Probable Failure","Sapling Composition","ANTI*","ANTI*"
"528","ANTI",6,"Seedling Composition","Regen. Status","caution",4,"Probable Failure","Seedling Composition","ANTI*","ANTI*"
"529","ANTI",7,"Sorensen Sapling","Regen. Status","acceptable",4,"Probable Failure","Sorensen Sapling","ANTI*","ANTI*"
"530","ANTI",8,"Sorensen Seedling","Regen. Status","acceptable",4,"Probable Failure","Sorensen Seedling","ANTI*","ANTI*"
"531","ANTI",10,"Tree BA","Native Canopy 
 Trends","signinc_good",4,"Probable Failure","Tree BA","ANTI*","ANTI*"
"532","ANTI",11,"Tree Density","Native Canopy 
 Trends","signinc_good",4,"Probable Failure","Tree Density","ANTI*","ANTI*"
"533","ANTI",12,"Sapling BA","Native Canopy 
 Trends","nonsign",4,"Probable Failure","Sapling BA","ANTI*","ANTI*"
"534","ANTI",13,"Sapling Density","Native Canopy 
 Trends","signdec_bad",4,"Probable Failure","Sapling Density","ANTI*","ANTI*"
"535","ANTI",14,"Seedling Density","Native Canopy 
 Trends","nonsign",4,"Probable Failure","Seedling Density","ANTI*","ANTI*"
"536","ANTI",15,"Stocking Index","Native Canopy 
 Trends","nonsign",4,"Probable Failure","Stocking Index","ANTI*","ANTI*"
"537","ANTI",16,"Tree BA","Native Subcan. 
 Trends","signdec_bad",4,"Probable Failure","Tree BA","ANTI*","ANTI*"
"538","ANTI",17,"Tree Density","Native Subcan. 
 Trends","nonsign",4,"Probable Failure","Tree Density","ANTI*","ANTI*"
"539","ANTI",18,"Sapling BA","Native Subcan. 
 Trends","nonsign",4,"Probable Failure","Sapling BA","ANTI*","ANTI*"
"540","ANTI",19,"Sapling Density","Native Subcan. 
 Trends","nonsign",4,"Probable Failure","Sapling Density","ANTI*","ANTI*"
"541","ANTI",20,"Seedling Density","Native Subcan. 
 Trends","signinc_good",4,"Probable Failure","Seedling Density","ANTI*","ANTI*"
"542","ANTI",21,"Tree BA","Exotic 
 Trends","nonsign",4,"Probable Failure","Tree BA","ANTI*","ANTI*"
"543","ANTI",22,"Tree Density","Exotic 
 Trends","signdec_good",4,"Probable Failure","Tree Density","ANTI*","ANTI*"
"544","ANTI",23,"Sapling BA","Exotic 
 Trends","nonsign",4,"Probable Failure","Sapling BA","ANTI*","ANTI*"
"545","ANTI",24,"Sapling Density","Exotic 
 Trends","signdec_good",4,"Probable Failure","Sapling Density","ANTI*","ANTI*"
"546","ANTI",25,"Seedling Density","Exotic 
 Trends","nonsign",4,"Probable Failure","Seedling Density","ANTI*","ANTI*"
"547","DEWA",1,"Sapling Density","Regen. Status","critical",4,"Probable Failure","Sapling Density","DEWA","DEWA"
"548","DEWA",2,"Seedling Density","Regen. Status","caution",4,"Probable Failure","Seedling Density","DEWA","DEWA"
"549","DEWA",3,"% Stocked Plots","Regen. Status","critical",4,"Probable Failure","% Stocked Plots","DEWA","DEWA"
"550","DEWA",4,"Stocking Index","Regen. Status","caution",4,"Probable Failure","Stocking Index","DEWA","DEWA"
"551","DEWA",9,"Deer Browse Impacts","Regen. Status","caution",4,"Probable Failure","Deer Browse Impacts","DEWA","DEWA"
"552","DEWA",10,"Flat Tree Diam. Dist.","Regen. Status","acceptable",4,"Probable Failure","Flat Tree Diam. Dist.","DEWA","DEWA"
"553","DEWA",5,"Sapling Composition","Regen. Status","critical",4,"Probable Failure","Sapling Composition","DEWA","DEWA"
"554","DEWA",6,"Seedling Composition","Regen. Status","caution",4,"Probable Failure","Seedling Composition","DEWA","DEWA"
"555","DEWA",7,"Sorensen Sapling","Regen. Status","critical",4,"Probable Failure","Sorensen Sapling","DEWA","DEWA"
"556","DEWA",8,"Sorensen Seedling","Regen. Status","acceptable",4,"Probable Failure","Sorensen Seedling","DEWA","DEWA"
"557","DEWA",10,"Tree BA","Native Canopy 
 Trends","nonsign",4,"Probable Failure","Tree BA","DEWA","DEWA"
"558","DEWA",11,"Tree Density","Native Canopy 
 Trends","signdec_bad",4,"Probable Failure","Tree Density","DEWA","DEWA"
"559","DEWA",12,"Sapling BA","Native Canopy 
 Trends","signdec_bad",4,"Probable Failure","Sapling BA","DEWA","DEWA"
"560","DEWA",13,"Sapling Density","Native Canopy 
 Trends","nonsign",4,"Probable Failure","Sapling Density","DEWA","DEWA"
"561","DEWA",14,"Seedling Density","Native Canopy 
 Trends","signinc_good",4,"Probable Failure","Seedling Density","DEWA","DEWA"
"562","DEWA",15,"Stocking Index","Native Canopy 
 Trends","signinc_good",4,"Probable Failure","Stocking Index","DEWA","DEWA"
"563","DEWA",16,"Tree BA","Native Subcan. 
 Trends","nonsign",4,"Probable Failure","Tree BA","DEWA","DEWA"
"564","DEWA",17,"Tree Density","Native Subcan. 
 Trends","signdec_bad",4,"Probable Failure","Tree Density","DEWA","DEWA"
"565","DEWA",18,"Sapling BA","Native Subcan. 
 Trends","nonsign",4,"Probable Failure","Sapling BA","DEWA","DEWA"
"566","DEWA",19,"Sapling Density","Native Subcan. 
 Trends","nonsign",4,"Probable Failure","Sapling Density","DEWA","DEWA"
"567","DEWA",20,"Seedling Density","Native Subcan. 
 Trends","signinc_good",4,"Probable Failure","Seedling Density","DEWA","DEWA"
"568","DEWA",21,"Tree BA","Exotic 
 Trends","notmod",4,"Probable Failure","Tree BA","DEWA","DEWA"
"569","DEWA",22,"Tree Density","Exotic 
 Trends","notmod",4,"Probable Failure","Tree Density","DEWA","DEWA"
"570","DEWA",23,"Sapling BA","Exotic 
 Trends","notmod",4,"Probable Failure","Sapling BA","DEWA","DEWA"
"571","DEWA",24,"Sapling Density","Exotic 
 Trends","notmod",4,"Probable Failure","Sapling Density","DEWA","DEWA"
"572","DEWA",25,"Seedling Density","Exotic 
 Trends","notmod",4,"Probable Failure","Seedling Density","DEWA","DEWA"
"573","JOFL",1,"Sapling Density","Regen. Status","critical",4,"Probable Failure","Sapling Density","JOFL","JOFL"
"574","JOFL",2,"Seedling Density","Regen. Status","caution",4,"Probable Failure","Seedling Density","JOFL","JOFL"
"575","JOFL",3,"% Stocked Plots","Regen. Status","critical",4,"Probable Failure","% Stocked Plots","JOFL","JOFL"
"576","JOFL",4,"Stocking Index","Regen. Status","critical",4,"Probable Failure","Stocking Index","JOFL","JOFL"
"577","JOFL",9,"Deer Browse Impacts","Regen. Status","caution",4,"Probable Failure","Deer Browse Impacts","JOFL","JOFL"
"578","JOFL",10,"Flat Tree Diam. Dist.","Regen. Status","acceptable",4,"Probable Failure","Flat Tree Diam. Dist.","JOFL","JOFL"
"579","JOFL",5,"Sapling Composition","Regen. Status","caution",4,"Probable Failure","Sapling Composition","JOFL","JOFL"
"580","JOFL",6,"Seedling Composition","Regen. Status","critical",4,"Probable Failure","Seedling Composition","JOFL","JOFL"
"581","JOFL",7,"Sorensen Sapling","Regen. Status","acceptable",4,"Probable Failure","Sorensen Sapling","JOFL","JOFL"
"582","JOFL",8,"Sorensen Seedling","Regen. Status","acceptable",4,"Probable Failure","Sorensen Seedling","JOFL","JOFL"
"583","JOFL",10,"Tree BA","Native Canopy 
 Trends","signinc_good",4,"Probable Failure","Tree BA","JOFL","JOFL"
"584","JOFL",11,"Tree Density","Native Canopy 
 Trends","nonsign",4,"Probable Failure","Tree Density","JOFL","JOFL"
"585","JOFL",12,"Sapling BA","Native Canopy 
 Trends","nonsign",4,"Probable Failure","Sapling BA","JOFL","JOFL"
"586","JOFL",13,"Sapling Density","Native Canopy 
 Trends","nonsign",4,"Probable Failure","Sapling Density","JOFL","JOFL"
"587","JOFL",14,"Seedling Density","Native Canopy 
 Trends","signdec_bad",4,"Probable Failure","Seedling Density","JOFL","JOFL"
"588","JOFL",15,"Stocking Index","Native Canopy 
 Trends","signdec_bad",4,"Probable Failure","Stocking Index","JOFL","JOFL"
"589","JOFL",16,"Tree BA","Native Subcan. 
 Trends","nonsign",4,"Probable Failure","Tree BA","JOFL","JOFL"
"590","JOFL",17,"Tree Density","Native Subcan. 
 Trends","signdec_bad",4,"Probable Failure","Tree Density","JOFL","JOFL"
"591","JOFL",18,"Sapling BA","Native Subcan. 
 Trends","nonsign",4,"Probable Failure","Sapling BA","JOFL","JOFL"
"592","JOFL",19,"Sapling Density","Native Subcan. 
 Trends","nonsign",4,"Probable Failure","Sapling Density","JOFL","JOFL"
"593","JOFL",20,"Seedling Density","Native Subcan. 
 Trends","nonsign",4,"Probable Failure","Seedling Density","JOFL","JOFL"
"594","JOFL",21,"Tree BA","Exotic 
 Trends","nonsign",4,"Probable Failure","Tree BA","JOFL","JOFL"
"595","JOFL",22,"Tree Density","Exotic 
 Trends","nonsign",4,"Probable Failure","Tree Density","JOFL","JOFL"
"596","JOFL",23,"Sapling BA","Exotic 
 Trends","nonsign",4,"Probable Failure","Sapling BA","JOFL","JOFL"
"597","JOFL",24,"Sapling Density","Exotic 
 Trends","nonsign",4,"Probable Failure","Sapling Density","JOFL","JOFL"
"598","JOFL",25,"Seedling Density","Exotic 
 Trends","nonsign",4,"Probable Failure","Seedling Density","JOFL","JOFL"
"599","MABI",1,"Sapling Density","Regen. Status","critical",4,"Probable Failure","Sapling Density","MABI","MABI"
"600","MABI",2,"Seedling Density","Regen. Status","caution",4,"Probable Failure","Seedling Density","MABI","MABI"
"601","MABI",3,"% Stocked Plots","Regen. Status","critical",4,"Probable Failure","% Stocked Plots","MABI","MABI"
"602","MABI",4,"Stocking Index","Regen. Status","caution",4,"Probable Failure","Stocking Index","MABI","MABI"
"603","MABI",9,"Deer Browse Impacts","Regen. Status","caution",4,"Probable Failure","Deer Browse Impacts","MABI","MABI"
"604","MABI",10,"Flat Tree Diam. Dist.","Regen. Status","acceptable",4,"Probable Failure","Flat Tree Diam. Dist.","MABI","MABI"
"605","MABI",5,"Sapling Composition","Regen. Status","critical",4,"Probable Failure","Sapling Composition","MABI","MABI"
"606","MABI",6,"Seedling Composition","Regen. Status","critical",4,"Probable Failure","Seedling Composition","MABI","MABI"
"607","MABI",7,"Sorensen Sapling","Regen. Status","acceptable",4,"Probable Failure","Sorensen Sapling","MABI","MABI"
"608","MABI",8,"Sorensen Seedling","Regen. Status","acceptable",4,"Probable Failure","Sorensen Seedling","MABI","MABI"
"609","MABI",10,"Tree BA","Native Canopy 
 Trends","signdec_bad",4,"Probable Failure","Tree BA","MABI","MABI"
"610","MABI",11,"Tree Density","Native Canopy 
 Trends","signdec_bad",4,"Probable Failure","Tree Density","MABI","MABI"
"611","MABI",12,"Sapling BA","Native Canopy 
 Trends","nonsign",4,"Probable Failure","Sapling BA","MABI","MABI"
"612","MABI",13,"Sapling Density","Native Canopy 
 Trends","nonsign",4,"Probable Failure","Sapling Density","MABI","MABI"
"613","MABI",14,"Seedling Density","Native Canopy 
 Trends","nonsign",4,"Probable Failure","Seedling Density","MABI","MABI"
"614","MABI",15,"Stocking Index","Native Canopy 
 Trends","signinc_good",4,"Probable Failure","Stocking Index","MABI","MABI"
"615","MABI",16,"Tree BA","Native Subcan. 
 Trends","nonsign",4,"Probable Failure","Tree BA","MABI","MABI"
"616","MABI",17,"Tree Density","Native Subcan. 
 Trends","nonsign",4,"Probable Failure","Tree Density","MABI","MABI"
"617","MABI",18,"Sapling BA","Native Subcan. 
 Trends","nonsign",4,"Probable Failure","Sapling BA","MABI","MABI"
"618","MABI",19,"Sapling Density","Native Subcan. 
 Trends","nonsign",4,"Probable Failure","Sapling Density","MABI","MABI"
"619","MABI",20,"Seedling Density","Native Subcan. 
 Trends","signinc_good",4,"Probable Failure","Seedling Density","MABI","MABI"
"620","MABI",21,"Tree BA","Exotic 
 Trends","nonsign",4,"Probable Failure","Tree BA","MABI","MABI"
"621","MABI",22,"Tree Density","Exotic 
 Trends","signdec_good",4,"Probable Failure","Tree Density","MABI","MABI"
"622","MABI",23,"Sapling BA","Exotic 
 Trends","notmod",4,"Probable Failure","Sapling BA","MABI","MABI"
"623","MABI",24,"Sapling Density","Exotic 
 Trends","notmod",4,"Probable Failure","Sapling Density","MABI","MABI"
"624","MABI",25,"Seedling Density","Exotic 
 Trends","notmod",4,"Probable Failure","Seedling Density","MABI","MABI"
"625","MONO",1,"Sapling Density","Regen. Status","critical",4,"Probable Failure","Sapling Density","MONO*","MONO*"
"626","MONO",2,"Seedling Density","Regen. Status","caution",4,"Probable Failure","Seedling Density","MONO*","MONO*"
"627","MONO",3,"% Stocked Plots","Regen. Status","critical",4,"Probable Failure","% Stocked Plots","MONO*","MONO*"
"628","MONO",4,"Stocking Index","Regen. Status","caution",4,"Probable Failure","Stocking Index","MONO*","MONO*"
"629","MONO",9,"Deer Browse Impacts","Regen. Status","critical",4,"Probable Failure","Deer Browse Impacts","MONO*","MONO*"
"630","MONO",10,"Flat Tree Diam. Dist.","Regen. Status","acceptable",4,"Probable Failure","Flat Tree Diam. Dist.","MONO*","MONO*"
"631","MONO",5,"Sapling Composition","Regen. Status","critical",4,"Probable Failure","Sapling Composition","MONO*","MONO*"
"632","MONO",6,"Seedling Composition","Regen. Status","caution",4,"Probable Failure","Seedling Composition","MONO*","MONO*"
"633","MONO",7,"Sorensen Sapling","Regen. Status","acceptable",4,"Probable Failure","Sorensen Sapling","MONO*","MONO*"
"634","MONO",8,"Sorensen Seedling","Regen. Status","acceptable",4,"Probable Failure","Sorensen Seedling","MONO*","MONO*"
"635","MONO",10,"Tree BA","Native Canopy 
 Trends","nonsign",4,"Probable Failure","Tree BA","MONO*","MONO*"
"636","MONO",11,"Tree Density","Native Canopy 
 Trends","nonsign",4,"Probable Failure","Tree Density","MONO*","MONO*"
"637","MONO",12,"Sapling BA","Native Canopy 
 Trends","nonsign",4,"Probable Failure","Sapling BA","MONO*","MONO*"
"638","MONO",13,"Sapling Density","Native Canopy 
 Trends","nonsign",4,"Probable Failure","Sapling Density","MONO*","MONO*"
"639","MONO",14,"Seedling Density","Native Canopy 
 Trends","nonsign",4,"Probable Failure","Seedling Density","MONO*","MONO*"
"640","MONO",15,"Stocking Index","Native Canopy 
 Trends","nonsign",4,"Probable Failure","Stocking Index","MONO*","MONO*"
"641","MONO",16,"Tree BA","Native Subcan. 
 Trends","nonsign",4,"Probable Failure","Tree BA","MONO*","MONO*"
"642","MONO",17,"Tree Density","Native Subcan. 
 Trends","signdec_bad",4,"Probable Failure","Tree Density","MONO*","MONO*"
"643","MONO",18,"Sapling BA","Native Subcan. 
 Trends","signinc_good",4,"Probable Failure","Sapling BA","MONO*","MONO*"
"644","MONO",19,"Sapling Density","Native Subcan. 
 Trends","nonsign",4,"Probable Failure","Sapling Density","MONO*","MONO*"
"645","MONO",20,"Seedling Density","Native Subcan. 
 Trends","nonsign",4,"Probable Failure","Seedling Density","MONO*","MONO*"
"646","MONO",21,"Tree BA","Exotic 
 Trends","nonsign",4,"Probable Failure","Tree BA","MONO*","MONO*"
"647","MONO",22,"Tree Density","Exotic 
 Trends","signdec_good",4,"Probable Failure","Tree Density","MONO*","MONO*"
"648","MONO",23,"Sapling BA","Exotic 
 Trends","notmod",4,"Probable Failure","Sapling BA","MONO*","MONO*"
"649","MONO",24,"Sapling Density","Exotic 
 Trends","notmod",4,"Probable Failure","Sapling Density","MONO*","MONO*"
"650","MONO",25,"Seedling Density","Exotic 
 Trends","signinc_bad",4,"Probable Failure","Seedling Density","MONO*","MONO*"
"651","ROCR",1,"Sapling Density","Regen. Status","critical",4,"Probable Failure","Sapling Density","ROCR*","ROCR*"
"652","ROCR",2,"Seedling Density","Regen. Status","caution",4,"Probable Failure","Seedling Density","ROCR*","ROCR*"
"653","ROCR",3,"% Stocked Plots","Regen. Status","critical",4,"Probable Failure","% Stocked Plots","ROCR*","ROCR*"
"654","ROCR",4,"Stocking Index","Regen. Status","caution",4,"Probable Failure","Stocking Index","ROCR*","ROCR*"
"655","ROCR",9,"Deer Browse Impacts","Regen. Status","critical",4,"Probable Failure","Deer Browse Impacts","ROCR*","ROCR*"
"656","ROCR",10,"Flat Tree Diam. Dist.","Regen. Status","acceptable",4,"Probable Failure","Flat Tree Diam. Dist.","ROCR*","ROCR*"
"657","ROCR",5,"Sapling Composition","Regen. Status","acceptable",4,"Probable Failure","Sapling Composition","ROCR*","ROCR*"
"658","ROCR",6,"Seedling Composition","Regen. Status","caution",4,"Probable Failure","Seedling Composition","ROCR*","ROCR*"
"659","ROCR",7,"Sorensen Sapling","Regen. Status","acceptable",4,"Probable Failure","Sorensen Sapling","ROCR*","ROCR*"
"660","ROCR",8,"Sorensen Seedling","Regen. Status","critical",4,"Probable Failure","Sorensen Seedling","ROCR*","ROCR*"
"661","ROCR",10,"Tree BA","Native Canopy 
 Trends","nonsign",4,"Probable Failure","Tree BA","ROCR*","ROCR*"
"662","ROCR",11,"Tree Density","Native Canopy 
 Trends","nonsign",4,"Probable Failure","Tree Density","ROCR*","ROCR*"
"663","ROCR",12,"Sapling BA","Native Canopy 
 Trends","nonsign",4,"Probable Failure","Sapling BA","ROCR*","ROCR*"
"664","ROCR",13,"Sapling Density","Native Canopy 
 Trends","signdec_bad",4,"Probable Failure","Sapling Density","ROCR*","ROCR*"
"665","ROCR",14,"Seedling Density","Native Canopy 
 Trends","nonsign",4,"Probable Failure","Seedling Density","ROCR*","ROCR*"
"666","ROCR",15,"Stocking Index","Native Canopy 
 Trends","nonsign",4,"Probable Failure","Stocking Index","ROCR*","ROCR*"
"667","ROCR",16,"Tree BA","Native Subcan. 
 Trends","nonsign",4,"Probable Failure","Tree BA","ROCR*","ROCR*"
"668","ROCR",17,"Tree Density","Native Subcan. 
 Trends","nonsign",4,"Probable Failure","Tree Density","ROCR*","ROCR*"
"669","ROCR",18,"Sapling BA","Native Subcan. 
 Trends","nonsign",4,"Probable Failure","Sapling BA","ROCR*","ROCR*"
