"","park","order","labels","metgrp","sign","num_crit","park_reggrp","label_order","park_dm","park_ord"
"223","CHOH",14,"Seedling Density","Native Canopy 
 Trends","nonsign",6,"Imminent Failure","Seedling Density","CHOH*","CHOH*"
"224","CHOH",15,"Stocking Index","Native Canopy 
 Trends","signdec_bad",6,"Imminent Failure","Stocking Index","CHOH*","CHOH*"
"225","CHOH",16,"Tree BA","Native Subcan. 
 Trends","signdec_bad",6,"Imminent Failure","Tree BA","CHOH*","CHOH*"
"226","CHOH",17,"Tree Density","Native Subcan. 
 Trends","signdec_bad",6,"Imminent Failure","Tree Density","CHOH*","CHOH*"
"227","CHOH",18,"Sapling BA","Native Subcan. 
 Trends","nonsign",6,"Imminent Failure","Sapling BA","CHOH*","CHOH*"
"228","CHOH",19,"Sapling Density","Native Subcan. 
 Trends","signinc_good",6,"Imminent Failure","Sapling Density","CHOH*","CHOH*"
"229","CHOH",20,"Seedling Density","Native Subcan. 
 Trends","signinc_good",6,"Imminent Failure","Seedling Density","CHOH*","CHOH*"
"230","CHOH",21,"Tree BA","Exotic 
 Trends","nonsign",6,"Imminent Failure","Tree BA","CHOH*","CHOH*"
"231","CHOH",22,"Tree Density","Exotic 
 Trends","nonsign",6,"Imminent Failure","Tree Density","CHOH*","CHOH*"
"232","CHOH",23,"Sapling BA","Exotic 
 Trends","notmod",6,"Imminent Failure","Sapling BA","CHOH*","CHOH*"
"233","CHOH",24,"Sapling Density","Exotic 
 Trends","notmod",6,"Imminent Failure","Sapling Density","CHOH*","CHOH*"
"234","CHOH",25,"Seedling Density","Exotic 
 Trends","notmod",6,"Imminent Failure","Seedling Density","CHOH*","CHOH*"
"235","FRHI",1,"Sapling Density","Regen. Status","critical",6,"Imminent Failure","Sapling Density","FRHI","FRHI"
"236","FRHI",2,"Seedling Density","Regen. Status","caution",6,"Imminent Failure","Seedling Density","FRHI","FRHI"
"237","FRHI",3,"% Stocked Plots","Regen. Status","critical",6,"Imminent Failure","% Stocked Plots","FRHI","FRHI"
"238","FRHI",4,"Stocking Index","Regen. Status","critical",6,"Imminent Failure","Stocking Index","FRHI","FRHI"
"239","FRHI",9,"Deer Browse Impacts","Regen. Status","caution",6,"Imminent Failure","Deer Browse Impacts","FRHI","FRHI"
"240","FRHI",10,"Flat Tree Diam. Dist.","Regen. Status","acceptable",6,"Imminent Failure","Flat Tree Diam. Dist.","FRHI","FRHI"
"241","FRHI",5,"Sapling Composition","Regen. Status","critical",6,"Imminent Failure","Sapling Composition","FRHI","FRHI"
"242","FRHI",6,"Seedling Composition","Regen. Status","critical",6,"Imminent Failure","Seedling Composition","FRHI","FRHI"
"243","FRHI",7,"Sorensen Sapling","Regen. Status","critical",6,"Imminent Failure","Sorensen Sapling","FRHI","FRHI"
"244","FRHI",8,"Sorensen Seedling","Regen. Status","acceptable",6,"Imminent Failure","Sorensen Seedling","FRHI","FRHI"
"245","FRHI",10,"Tree BA","Native Canopy 
 Trends","signinc_good",6,"Imminent Failure","Tree BA","FRHI","FRHI"
"246","FRHI",11,"Tree Density","Native Canopy 
 Trends","signdec_bad",6,"Imminent Failure","Tree Density","FRHI","FRHI"
"247","FRHI",12,"Sapling BA","Native Canopy 
 Trends","nonsign",6,"Imminent Failure","Sapling BA","FRHI","FRHI"
"248","FRHI",13,"Sapling Density","Native Canopy 
 Trends","nonsign",6,"Imminent Failure","Sapling Density","FRHI","FRHI"
"249","FRHI",14,"Seedling Density","Native Canopy 
 Trends","signinc_good",6,"Imminent Failure","Seedling Density","FRHI","FRHI"
"250","FRHI",15,"Stocking Index","Native Canopy 
 Trends","nonsign",6,"Imminent Failure","Stocking Index","FRHI","FRHI"
"251","FRHI",16,"Tree BA","Native Subcan. 
 Trends","signdec_bad",6,"Imminent Failure","Tree BA","FRHI","FRHI"
"252","FRHI",17,"Tree Density","Native Subcan. 
 Trends","signdec_bad",6,"Imminent Failure","Tree Density","FRHI","FRHI"
"253","FRHI",18,"Sapling BA","Native Subcan. 
 Trends","nonsign",6,"Imminent Failure","Sapling BA","FRHI","FRHI"
"254","FRHI",19,"Sapling Density","Native Subcan. 
 Trends","nonsign",6,"Imminent Failure","Sapling Density","FRHI","FRHI"
"255","FRHI",20,"Seedling Density","Native Subcan. 
 Trends","signinc_good",6,"Imminent Failure","Seedling Density","FRHI","FRHI"
"256","FRHI",21,"Tree BA","Exotic 
 Trends","nonsign",6,"Imminent Failure","Tree BA","FRHI","FRHI"
"257","FRHI",22,"Tree Density","Exotic 
 Trends","nonsign",6,"Imminent Failure","Tree Density","FRHI","FRHI"
"258","FRHI",23,"Sapling BA","Exotic 
 Trends","notmod",6,"Imminent Failure","Sapling BA","FRHI","FRHI"
"259","FRHI",24,"Sapling Density","Exotic 
 Trends","notmod",6,"Imminent Failure","Sapling Density","FRHI","FRHI"
"260","FRHI",25,"Seedling Density","Exotic 
 Trends","nonsign",6,"Imminent Failure","Seedling Density","FRHI","FRHI"
"261","GEWA",1,"Sapling Density","Regen. Status","critical",6,"Imminent Failure","Sapling Density","GEWA","GEWA"
"262","GEWA",2,"Seedling Density","Regen. Status","caution",6,"Imminent Failure","Seedling Density","GEWA","GEWA"
"263","GEWA",3,"% Stocked Plots","Regen. Status","critical",6,"Imminent Failure","% Stocked Plots","GEWA","GEWA"
"264","GEWA",4,"Stocking Index","Regen. Status","critical",6,"Imminent Failure","Stocking Index","GEWA","GEWA"
"265","GEWA",9,"Deer Browse Impacts","Regen. Status","critical",6,"Imminent Failure","Deer Browse Impacts","GEWA","GEWA"
"266","GEWA",10,"Flat Tree Diam. Dist.","Regen. Status","acceptable",6,"Imminent Failure","Flat Tree Diam. Dist.","GEWA","GEWA"
"267","GEWA",5,"Sapling Composition","Regen. Status","critical",6,"Imminent Failure","Sapling Composition","GEWA","GEWA"
"268","GEWA",6,"Seedling Composition","Regen. Status","caution",6,"Imminent Failure","Seedling Composition","GEWA","GEWA"
"269","GEWA",7,"Sorensen Sapling","Regen. Status","acceptable",6,"Imminent Failure","Sorensen Sapling","GEWA","GEWA"
"270","GEWA",8,"Sorensen Seedling","Regen. Status","critical",6,"Imminent Failure","Sorensen Seedling","GEWA","GEWA"
"271","GEWA",10,"Tree BA","Native Canopy 
 Trends","signinc_good",6,"Imminent Failure","Tree BA","GEWA","GEWA"
"272","GEWA",11,"Tree Density","Native Canopy 
 Trends","signdec_bad",6,"Imminent Failure","Tree Density","GEWA","GEWA"
"273","GEWA",12,"Sapling BA","Native Canopy 
 Trends","nonsign",6,"Imminent Failure","Sapling BA","GEWA","GEWA"
"274","GEWA",13,"Sapling Density","Native Canopy 
 Trends","nonsign",6,"Imminent Failure","Sapling Density","GEWA","GEWA"
"275","GEWA",14,"Seedling Density","Native Canopy 
 Trends","signinc_good",6,"Imminent Failure","Seedling Density","GEWA","GEWA"
"276","GEWA",15,"Stocking Index","Native Canopy 
 Trends","signinc_good",6,"Imminent Failure","Stocking Index","GEWA","GEWA"
"277","GEWA",16,"Tree BA","Native Subcan. 
 Trends","signinc_good",6,"Imminent Failure","Tree BA","GEWA","GEWA"
"278","GEWA",17,"Tree Density","Native Subcan. 
 Trends","signinc_good",6,"Imminent Failure","Tree Density","GEWA","GEWA"
"279","GEWA",18,"Sapling BA","Native Subcan. 
 Trends","nonsign",6,"Imminent Failure","Sapling BA","GEWA","GEWA"
"280","GEWA",19,"Sapling Density","Native Subcan. 
 Trends","nonsign",6,"Imminent Failure","Sapling Density","GEWA","GEWA"
"281","GEWA",20,"Seedling Density","Native Subcan. 
 Trends","signdec_bad",6,"Imminent Failure","Seedling Density","GEWA","GEWA"
"282","GEWA",21,"Tree BA","Exotic 
 Trends","notmod",6,"Imminent Failure","Tree BA","GEWA","GEWA"
"283","GEWA",22,"Tree Density","Exotic 
 Trends","notmod",6,"Imminent Failure","Tree Density","GEWA","GEWA"
"284","GEWA",23,"Sapling BA","Exotic 
 Trends","notmod",6,"Imminent Failure","Sapling BA","GEWA","GEWA"
"285","GEWA",24,"Sapling Density","Exotic 
 Trends","notmod",6,"Imminent Failure","Sapling Density","GEWA","GEWA"
"286","GEWA",25,"Seedling Density","Exotic 
 Trends","notmod",6,"Imminent Failure","Seedling Density","GEWA","GEWA"
"287","VAFO",1,"Sapling Density","Regen. Status","critical",6,"Imminent Failure","Sapling Density","VAFO*","VAFO*"
"288","VAFO",2,"Seedling Density","Regen. Status","caution",6,"Imminent Failure","Seedling Density","VAFO*","VAFO*"
"289","VAFO",3,"% Stocked Plots","Regen. Status","critical",6,"Imminent Failure","% Stocked Plots","VAFO*","VAFO*"
"290","VAFO",4,"Stocking Index","Regen. Status","critical",6,"Imminent Failure","Stocking Index","VAFO*","VAFO*"
"291","VAFO",9,"Deer Browse Impacts","Regen. Status","critical",6,"Imminent Failure","Deer Browse Impacts","VAFO*","VAFO*"
"292","VAFO",10,"Flat Tree Diam. Dist.","Regen. Status","acceptable",6,"Imminent Failure","Flat Tree Diam. Dist.","VAFO*","VAFO*"
"293","VAFO",5,"Sapling Composition","Regen. Status","caution",6,"Imminent Failure","Sapling Composition","VAFO*","VAFO*"
"294","VAFO",6,"Seedling Composition","Regen. Status","critical",6,"Imminent Failure","Seedling Composition","VAFO*","VAFO*"
"295","VAFO",7,"Sorensen Sapling","Regen. Status","acceptable",6,"Imminent Failure","Sorensen Sapling","VAFO*","VAFO*"
"296","VAFO",8,"Sorensen Seedling","Regen. Status","critical",6,"Imminent Failure","Sorensen Seedling","VAFO*","VAFO*"
"297","VAFO",10,"Tree BA","Native Canopy 
 Trends","signinc_good",6,"Imminent Failure","Tree BA","VAFO*","VAFO*"
"298","VAFO",11,"Tree Density","Native Canopy 
 Trends","nonsign",6,"Imminent Failure","Tree Density","VAFO*","VAFO*"
"299","VAFO",12,"Sapling BA","Native Canopy 
 Trends","nonsign",6,"Imminent Failure","Sapling BA","VAFO*","VAFO*"
"300","VAFO",13,"Sapling Density","Native Canopy 
 Trends","signdec_bad",6,"Imminent Failure","Sapling Density","VAFO*","VAFO*"
"301","VAFO",14,"Seedling Density","Native Canopy 
 Trends","signinc_good",6,"Imminent Failure","Seedling Density","VAFO*","VAFO*"
"302","VAFO",15,"Stocking Index","Native Canopy 
 Trends","signinc_good",6,"Imminent Failure","Stocking Index","VAFO*","VAFO*"
"303","VAFO",16,"Tree BA","Native Subcan. 
 Trends","nonsign",6,"Imminent Failure","Tree BA","VAFO*","VAFO*"
"304","VAFO",17,"Tree Density","Native Subcan. 
 Trends","signdec_bad",6,"Imminent Failure","Tree Density","VAFO*","VAFO*"
"305","VAFO",18,"Sapling BA","Native Subcan. 
 Trends","signdec_bad",6,"Imminent Failure","Sapling BA","VAFO*","VAFO*"
"306","VAFO",19,"Sapling Density","Native Subcan. 
 Trends","signdec_bad",6,"Imminent Failure","Sapling Density","VAFO*","VAFO*"
"307","VAFO",20,"Seedling Density","Native Subcan. 
 Trends","nonsign",6,"Imminent Failure","Seedling Density","VAFO*","VAFO*"
"308","VAFO",21,"Tree BA","Exotic 
 Trends","signinc_bad",6,"Imminent Failure","Tree BA","VAFO*","VAFO*"
"309","VAFO",22,"Tree Density","Exotic 
 Trends","signinc_bad",6,"Imminent Failure","Tree Density","VAFO*","VAFO*"
"310","VAFO",23,"Sapling BA","Exotic 
 Trends","notmod",6,"Imminent Failure","Sapling BA","VAFO*","VAFO*"
"311","VAFO",24,"Sapling Density","Exotic 
 Trends","notmod",6,"Imminent Failure","Sapling Density","VAFO*","VAFO*"
"312","VAFO",25,"Seedling Density","Exotic 
 Trends","signinc_bad",6,"Imminent Failure","Seedling Density","VAFO*","VAFO*"
"313","ALPO",1,"Sapling Density","Regen. Status","critical",5,"Probable Failure","Sapling Density","ALPO","ALPO"
"314","ALPO",2,"Seedling Density","Regen. Status","caution",5,"Probable Failure","Seedling Density","ALPO","ALPO"
"315","ALPO",3,"% Stocked Plots","Regen. Status","critical",5,"Probable Failure","% Stocked Plots","ALPO","ALPO"
"316","ALPO",4,"Stocking Index","Regen. Status","critical",5,"Probable Failure","Stocking Index","ALPO","ALPO"
"317","ALPO",9,"Deer Browse Impacts","Regen. Status","caution",5,"Probable Failure","Deer Browse Impacts","ALPO","ALPO"
"318","ALPO",10,"Flat Tree Diam. Dist.","Regen. Status","acceptable",5,"Probable Failure","Flat Tree Diam. Dist.","ALPO","ALPO"
"319","ALPO",5,"Sapling Composition","Regen. Status","critical",5,"Probable Failure","Sapling Composition","ALPO","ALPO"
"320","ALPO",6,"Seedling Composition","Regen. Status","caution",5,"Probable Failure","Seedling Composition","ALPO","ALPO"
"321","ALPO",7,"Sorensen Sapling","Regen. Status","critical",5,"Probable Failure","Sorensen Sapling","ALPO","ALPO"
"322","ALPO",8,"Sorensen Seedling","Regen. Status","acceptable",5,"Probable Failure","Sorensen Seedling","ALPO","ALPO"
"323","ALPO",10,"Tree BA","Native Canopy 
 Trends","signinc_good",5,"Probable Failure","Tree BA","ALPO","ALPO"
"324","ALPO",11,"Tree Density","Native Canopy 
 Trends","signdec_bad",5,"Probable Failure","Tree Density","ALPO","ALPO"
"325","ALPO",12,"Sapling BA","Native Canopy 
 Trends","nonsign",5,"Probable Failure","Sapling BA","ALPO","ALPO"
"326","ALPO",13,"Sapling Density","Native Canopy 
 Trends","nonsign",5,"Probable Failure","Sapling Density","ALPO","ALPO"
"327","ALPO",14,"Seedling Density","Native Canopy 
 Trends","signdec_bad",5,"Probable Failure","Seedling Density","ALPO","ALPO"
"328","ALPO",15,"Stocking Index","Native Canopy 
 Trends","nonsign",5,"Probable Failure","Stocking Index","ALPO","ALPO"
"329","ALPO",16,"Tree BA","Native Subcan. 
 Trends","signdec_bad",5,"Probable Failure","Tree BA","ALPO","ALPO"
"330","ALPO",17,"Tree Density","Native Subcan. 
 Trends","signdec_bad",5,"Probable Failure","Tree Density","ALPO","ALPO"
"331","ALPO",18,"Sapling BA","Native Subcan. 
 Trends","nonsign",5,"Probable Failure","Sapling BA","ALPO","ALPO"
"332","ALPO",19,"Sapling Density","Native Subcan. 
 Trends","nonsign",5,"Probable Failure","Sapling Density","ALPO","ALPO"
"333","ALPO",20,"Seedling Density","Native Subcan. 
 Trends","signdec_bad",5,"Probable Failure","Seedling Density","ALPO","ALPO"
"334","ALPO",21,"Tree BA","Exotic 
 Trends","signdec_good",5,"Probable Failure","Tree BA","ALPO","ALPO"
"335","ALPO",22,"Tree Density","Exotic 
 Trends","signdec_good",5,"Probable Failure","Tree Density","ALPO","ALPO"
"336","ALPO",23,"Sapling BA","Exotic 
 Trends","nonsign",5,"Probable Failure","Sapling BA","ALPO","ALPO"
"337","ALPO",24,"Sapling Density","Exotic 
 Trends","nonsign",5,"Probable Failure","Sapling Density","ALPO","ALPO"
"338","ALPO",25,"Seedling Density","Exotic 
 Trends","nonsign",5,"Probable Failure","Seedling Density","ALPO","ALPO"
"339","BLUE",1,"Sapling Density","Regen. Status","critical",5,"Probable Failure","Sapling Density","BLUE","BLUE"
"340","BLUE",2,"Seedling Density","Regen. Status","caution",5,"Probable Failure","Seedling Density","BLUE","BLUE"
"341","BLUE",3,"% Stocked Plots","Regen. Status","critical",5,"Probable Failure","% Stocked Plots","BLUE","BLUE"
"342","BLUE",4,"Stocking Index","Regen. Status","critical",5,"Probable Failure","Stocking Index","BLUE","BLUE"
"343","BLUE",9,"Deer Browse Impacts","Regen. Status","acceptable",5,"Probable Failure","Deer Browse Impacts","BLUE","BLUE"
"344","BLUE",10,"Flat Tree Diam. Dist.","Regen. Status","acceptable",5,"Probable Failure","Flat Tree Diam. Dist.","BLUE","BLUE"
"345","BLUE",5,"Sapling Composition","Regen. Status","caution",5,"Probable Failure","Sapling Composition","BLUE","BLUE"
"346","BLUE",6,"Seedling Composition","Regen. Status","critical",5,"Probable Failure","Seedling Composition","BLUE","BLUE"
"347","BLUE",7,"Sorensen Sapling","Regen. Status","critical",5,"Probable Failure","Sorensen Sapling","BLUE","BLUE"
"348","BLUE",8,"Sorensen Seedling","Regen. Status","acceptable",5,"Probable Failure","Sorensen Seedling","BLUE","BLUE"
"349","BLUE",10,"Tree BA","Native Canopy 
 Trends","nonsign",5,"Probable Failure","Tree BA","BLUE","BLUE"
"350","BLUE",11,"Tree Density","Native Canopy 
 Trends","signdec_bad",5,"Probable Failure","Tree Density","BLUE","BLUE"
"351","BLUE",12,"Sapling BA","Native Canopy 
 Trends","nonsign",5,"Probable Failure","Sapling BA","BLUE","BLUE"
"352","BLUE",13,"Sapling Density","Native Canopy 
 Trends","nonsign",5,"Probable Failure","Sapling Density","BLUE","BLUE"
"353","BLUE",14,"Seedling Density","Native Canopy 
 Trends","signinc_good",5,"Probable Failure","Seedling Density","BLUE","BLUE"
"354","BLUE",15,"Stocking Index","Native Canopy 
 Trends","nonsign",5,"Probable Failure","Stocking Index","BLUE","BLUE"
"355","BLUE",16,"Tree BA","Native Subcan. 
 Trends","signdec_bad",5,"Probable Failure","Tree BA","BLUE","BLUE"
"356","BLUE",17,"Tree Density","Native Subcan. 
 Trends","signdec_bad",5,"Probable Failure","Tree Density","BLUE","BLUE"
"357","BLUE",18,"Sapling BA","Native Subcan. 
 Trends","nonsign",5,"Probable Failure","Sapling BA","BLUE","BLUE"
"358","BLUE",19,"Sapling Density","Native Subcan. 
 Trends","nonsign",5,"Probable Failure","Sapling Density","BLUE","BLUE"
"359","BLUE",20,"Seedling Density","Native Subcan. 
 Trends","signinc_good",5,"Probable Failure","Seedling Density","BLUE","BLUE"
"360","BLUE",21,"Tree BA","Exotic 
 Trends","notmod",5,"Probable Failure","Tree BA","BLUE","BLUE"
"361","BLUE",22,"Tree Density","Exotic 
 Trends","notmod",5,"Probable Failure","Tree Density","BLUE","BLUE"
"362","BLUE",23,"Sapling BA","Exotic 
 Trends","notmod",5,"Probable Failure","Sapling BA","BLUE","BLUE"
"363","BLUE",24,"Sapling Density","Exotic 
 Trends","notmod",5,"Probable Failure","Sapling Density","BLUE","BLUE"
"364","BLUE",25,"Seedling Density","Exotic 
 Trends","nonsign",5,"Probable Failure","Seedling Density","BLUE","BLUE"
"365","COLO",1,"Sapling Density","Regen. Status","critical",5,"Probable Failure","Sapling Density","COLO","COLO"
"366","COLO",2,"Seedling Density","Regen. Status","caution",5,"Probable Failure","Seedling Density","COLO","COLO"
"367","COLO",3,"% Stocked Plots","Regen. Status","critical",5,"Probable Failure","% Stocked Plots","COLO","COLO"
"368","COLO",4,"Stocking Index","Regen. Status","caution",5,"Probable Failure","Stocking Index","COLO","COLO"
"369","COLO",9,"Deer Browse Impacts","Regen. Status","critical",5,"Probable Failure","Deer Browse Impacts","COLO","COLO"
"370","COLO",10,"Flat Tree Diam. Dist.","Regen. Status","acceptable",5,"Probable Failure","Flat Tree Diam. Dist.","COLO","COLO"
"371","COLO",5,"Sapling Composition","Regen. Status","critical",5,"Probable Failure","Sapling Composition","COLO","COLO"
"372","COLO",6,"Seedling Composition","Regen. Status","critical",5,"Probable Failure","Seedling Composition","COLO","COLO"
"373","COLO",7,"Sorensen Sapling","Regen. Status","acceptable",5,"Probable Failure","Sorensen Sapling","COLO","COLO"
"374","COLO",8,"Sorensen Seedling","Regen. Status","acceptable",5,"Probable Failure","Sorensen Seedling","COLO","COLO"
"375","COLO",10,"Tree BA","Native Canopy 
 Trends","signinc_good",5,"Probable Failure","Tree BA","COLO","COLO"
"376","COLO",11,"Tree Density","Native Canopy 
 Trends","nonsign",5,"Probable Failure","Tree Density","COLO","COLO"
"377","COLO",12,"Sapling BA","Native Canopy 
 Trends","nonsign",5,"Probable Failure","Sapling BA","COLO","COLO"
"378","COLO",13,"Sapling Density","Native Canopy 
 Trends","nonsign",5,"Probable Failure","Sapling Density","COLO","COLO"
"379","COLO",14,"Seedling Density","Native Canopy 
 Trends","signdec_bad",5,"Probable Failure","Seedling Density","COLO","COLO"
"380","COLO",15,"Stocking Index","Native Canopy 
 Trends","nonsign",5,"Probable Failure","Stocking Index","COLO","COLO"
"381","COLO",16,"Tree BA","Native Subcan. 
 Trends","signinc_good",5,"Probable Failure","Tree BA","COLO","COLO"
"382","COLO",17,"Tree Density","Native Subcan. 
 Trends","signinc_good",5,"Probable Failure","Tree Density","COLO","COLO"
"383","COLO",18,"Sapling BA","Native Subcan. 
 Trends","nonsign",5,"Probable Failure","Sapling BA","COLO","COLO"
"384","COLO",19,"Sapling Density","Native Subcan. 
 Trends","signdec_bad",5,"Probable Failure","Sapling Density","COLO","COLO"
"385","COLO",20,"Seedling Density","Native Subcan. 
 Trends","nonsign",5,"Probable Failure","Seedling Density","COLO","COLO"
"386","COLO",21,"Tree BA","Exotic 
 Trends","notmod",5,"Probable Failure","Tree BA","COLO","COLO"
"387","COLO",22,"Tree Density","Exotic 
 Trends","notmod",5,"Probable Failure","Tree Density","COLO","COLO"
"388","COLO",23,"Sapling BA","Exotic 
 Trends","notmod",5,"Probable Failure","Sapling BA","COLO","COLO"
"389","COLO",24,"Sapling Density","Exotic 
 Trends","notmod",5,"Probable Failure","Sapling Density","COLO","COLO"
"390","COLO",25,"Seedling Density","Exotic 
 Trends","notmod",5,"Probable Failure","Seedling Density","COLO","COLO"
"391","FONE",1,"Sapling Density","Regen. Status","critical",5,"Probable Failure","Sapling Density","FONE","FONE"
"392","FONE",2,"Seedling Density","Regen. Status","caution",5,"Probable Failure","Seedling Density","FONE","FONE"
"393","FONE",3,"% Stocked Plots","Regen. Status","critical",5,"Probable Failure","% Stocked Plots","FONE","FONE"
"394","FONE",4,"Stocking Index","Regen. Status","caution",5,"Probable Failure","Stocking Index","FONE","FONE"
"395","FONE",9,"Deer Browse Impacts","Regen. Status","caution",5,"Probable Failure","Deer Browse Impacts","FONE","FONE"
"396","FONE",10,"Flat Tree Diam. Dist.","Regen. Status","acceptable",5,"Probable Failure","Flat Tree Diam. Dist.","FONE","FONE"
"397","FONE",5,"Sapling Composition","Regen. Status","critical",5,"Probable Failure","Sapling Composition","FONE","FONE"
"398","FONE",6,"Seedling Composition","Regen. Status","critical",5,"Probable Failure","Seedling Composition","FONE","FONE"
"399","FONE",7,"Sorensen Sapling","Regen. Status","critical",5,"Probable Failure","Sorensen Sapling","FONE","FONE"
"400","FONE",8,"Sorensen Seedling","Regen. Status","acceptable",5,"Probable Failure","Sorensen Seedling","FONE","FONE"
"401","FONE",10,"Tree BA","Native Canopy 
 Trends","nonsign",5,"Probable Failure","Tree BA","FONE","FONE"
"402","FONE",11,"Tree Density","Native Canopy 
 Trends","signdec_bad",5,"Probable Failure","Tree Density","FONE","FONE"
"403","FONE",12,"Sapling BA","Native Canopy 
 Trends","signdec_bad",5,"Probable Failure","Sapling BA","FONE","FONE"
"404","FONE",13,"Sapling Density","Native Canopy 
 Trends","nonsign",5,"Probable Failure","Sapling Density","FONE","FONE"
"405","FONE",14,"Seedling Density","Native Canopy 
 Trends","signinc_good",5,"Probable Failure","Seedling Density","FONE","FONE"
"406","FONE",15,"Stocking Index","Native Canopy 
 Trends","nonsign",5,"Probable Failure","Stocking Index","FONE","FONE"
"407","FONE",16,"Tree BA","Native Subcan. 
 Trends","nonsign",5,"Probable Failure","Tree BA","FONE","FONE"
"408","FONE",17,"Tree Density","Native Subcan. 
 Trends","signdec_bad",5,"Probable Failure","Tree Density","FONE","FONE"
"409","FONE",18,"Sapling BA","Native Subcan. 
 Trends","nonsign",5,"Probable Failure","Sapling BA","FONE","FONE"
"410","FONE",19,"Sapling Density","Native Subcan. 
 Trends","nonsign",5,"Probable Failure","Sapling Density","FONE","FONE"
"411","FONE",20,"Seedling Density","Native Subcan. 
 Trends","signinc_good",5,"Probable Failure","Seedling Density","FONE","FONE"
"412","FONE",21,"Tree BA","Exotic 
 Trends","nonsign",5,"Probable Failure","Tree BA","FONE","FONE"
"413","FONE",22,"Tree Density","Exotic 
 Trends","nonsign",5,"Probable Failure","Tree Density","FONE","FONE"
"414","FONE",23,"Sapling BA","Exotic 
 Trends","nonsign",5,"Probable Failure","Sapling BA","FONE","FONE"
"415","FONE",24,"Sapling Density","Exotic 
 Trends","nonsign",5,"Probable Failure","Sapling Density","FONE","FONE"
"416","FONE",25,"Seedling Density","Exotic 
 Trends","signinc_bad",5,"Probable Failure","Seedling Density","FONE","FONE"
"417","GETT",1,"Sapling Density","Regen. Status","critical",5,"Probable Failure","Sapling Density","GETT*","GETT*"
"418","GETT",2,"Seedling Density","Regen. Status","caution",5,"Probable Failure","Seedling Density","GETT*","GETT*"
"419","GETT",3,"% Stocked Plots","Regen. Status","critical",5,"Probable Failure","% Stocked Plots","GETT*","GETT*"
"420","GETT",4,"Stocking Index","Regen. Status","caution",5,"Probable Failure","Stocking Index","GETT*","GETT*"
"421","GETT",9,"Deer Browse Impacts","Regen. Status","caution",5,"Probable Failure","Deer Browse Impacts","GETT*","GETT*"
"422","GETT",10,"Flat Tree Diam. Dist.","Regen. Status","acceptable",5,"Probable Failure","Flat Tree Diam. Dist.","GETT*","GETT*"
"423","GETT",5,"Sapling Composition","Regen. Status","critical",5,"Probable Failure","Sapling Composition","GETT*","GETT*"
"424","GETT",6,"Seedling Composition","Regen. Status","critical",5,"Probable Failure","Seedling Composition","GETT*","GETT*"
"425","GETT",7,"Sorensen Sapling","Regen. Status","acceptable",5,"Probable Failure","Sorensen Sapling","GETT*","GETT*"
"426","GETT",8,"Sorensen Seedling","Regen. Status","critical",5,"Probable Failure","Sorensen Seedling","GETT*","GETT*"
"427","GETT",10,"Tree BA","Native Canopy 
 Trends","nonsign",5,"Probable Failure","Tree BA","GETT*","GETT*"
"428","GETT",11,"Tree Density","Native Canopy 
 Trends","nonsign",5,"Probable Failure","Tree Density","GETT*","GETT*"
"429","GETT",12,"Sapling BA","Native Canopy 
 Trends","nonsign",5,"Probable Failure","Sapling BA","GETT*","GETT*"
"430","GETT",13,"Sapling Density","Native Canopy 
 Trends","nonsign",5,"Probable Failure","Sapling Density","GETT*","GETT*"
"431","GETT",14,"Seedling Density","Native Canopy 
 Trends","nonsign",5,"Probable Failure","Seedling Density","GETT*","GETT*"
"432","GETT",15,"Stocking Index","Native Canopy 
 Trends","nonsign",5,"Probable Failure","Stocking Index","GETT*","GETT*"
"433","GETT",16,"Tree BA","Native Subcan. 
 Trends","signdec_bad",5,"Probable Failure","Tree BA","GETT*","GETT*"
"434","GETT",17,"Tree Density","Native Subcan. 
 Trends","nonsign",5,"Probable Failure","Tree Density","GETT*","GETT*"
"435","GETT",18,"Sapling BA","Native Subcan. 
 Trends","signinc_good",5,"Probable Failure","Sapling BA","GETT*","GETT*"
"436","GETT",19,"Sapling Density","Native Subcan. 
 Trends","signinc_good",5,"Probable Failure","Sapling Density","GETT*","GETT*"
"437","GETT",20,"Seedling Density","Native Subcan. 
 Trends","signinc_good",5,"Probable Failure","Seedling Density","GETT*","GETT*"
"438","GETT",21,"Tree BA","Exotic 
 Trends","notmod",5,"Probable Failure","Tree BA","GETT*","GETT*"
"439","GETT",22,"Tree Density","Exotic 
 Trends","notmod",5,"Probable Failure","Tree Density","GETT*","GETT*"
"440","GETT",23,"Sapling BA","Exotic 
 Trends","signinc_bad",5,"Probable Failure","Sapling BA","GETT*","GETT*"
"441","GETT",24,"Sapling Density","Exotic 
 Trends","nonsign",5,"Probable Failure","Sapling Density","GETT*","GETT*"
"442","GETT",25,"Seedling Density","Exotic 
 Trends","nonsign",5,"Probable Failure","Seedling Density","GETT*","GETT*"
"443","HOFU",1,"Sapling Density","Regen. Status","critical",5,"Probable Failure","Sapling Density","HOFU","HOFU"
"444","HOFU",2,"Seedling Density","Regen. Status","caution",5,"Probable Failure","Seedling Density","HOFU","HOFU"
"445","HOFU",3,"% Stocked Plots","Regen. Status","critical",5,"Probable Failure","% Stocked Plots","HOFU","HOFU"
"446","HOFU",4,"Stocking Index","Regen. Status","caution",5,"Probable Failure","Stocking Index","HOFU","HOFU"
